tweet_id,timestamp,text,tags
794057504871346176,2016-11-03 06:03:56 +0000,It happened: @Cubs win World Series. That's change even this South Sider can believe in. Want to come to the White House before I leave?,"[tweet, president, 2016]"
616441802023960576,2015-07-02 03:02:33 +0000,It's not mine; just a loaner. Maybe you can come play at the White House sometime instead?  https://t.co/srZKB6plzz,
794322003754790913,2016-11-03 23:34:58 +0000,"It's pretty simple: Find a plan, get covered, earn some peace of mind. Start today: https://t.co/PJ7xIKP3Vo https://t.co/ZBQdNz8s80","[tweet, president, 2016]"
629028301454094336,2015-08-05 20:36:48 +0000,"It's the strongest nuclear deal ever negotiated. There's no such thing as a ""better deal."" Walking away risks war. https://t.co/la7GhQXfzl",
628283044772868097,2015-08-03 19:15:25 +0000,"It's time to change that. With the Clean Power Plan, by 2030, carbon pollution from power plants will be 32% lower than it was a decade ago.",
603959253334822913,2015-05-28 16:21:21 +0000,Just got a hurricane preparedness briefing in Miami. Acting on climate change is critical. Got climate Qs? I'll answer at 1pm ET. #AskPOTUS,
695381352988848128,2016-02-04 23:00:08 +0000,Just got great news - nearly 13 million Americans signed up this round for private health insurance thanks to the Affordable Care Act.,"[tweet, president, 2016]"
697185842209689601,2016-02-09 22:30:32 +0000,"Just got off the phone with Coach Kubiak. Congrats to Peyton, Von Miller, and that monster @Broncos defense - see you at the White House!","[tweet, president, 2016]"
623137065341952000,2015-07-20 14:27:08 +0000,Just got this new blue marble photo from @NASA. A beautiful reminder that we need to protect the only planet we have. http://t.co/JQ3174P0LF,
785511825395765248,2016-10-10 16:06:27 +0000,"Just like Michelle says, when they go low, we go high. @HillaryClinton went high and showed why she'll be a POTUS for all Americans.","[tweet, president, 2016]"
621081548029345792,2015-07-14 22:19:14 +0000,"Just spoke to the NAACP about criminal justice reform, something many broadly agree on. Some stats:",
627211041466941441,2015-07-31 20:15:39 +0000,"Launching a pilot program to help students in prison pay for college, because everyone willing to work for it deserves a second chance.",
628280902817304578,2015-08-03 19:06:54 +0000,"Levels of carbon dioxide in our atmosphere are higher than they’ve been in 800,000 years. 2014 was the planet’s warmest year on record.",
761640808009302016,2016-08-05 19:11:33 +0000,"Longest streak of total job growth on record, wages rising at fastest pace in 7 years. We've come a long way, America—let's keep it going.","[tweet, president, 2016]"
708348813858054145,2016-03-11 17:48:12 +0000,"Looking forward to discussing more ways we can modernize government so it's as smart and dynamic as America itself. See you soon, Austin.",
687650227558326272,2016-01-14 14:59:24 +0000,Looking forward to hearing your ideas about what we can accomplish this year &amp; beyond. I'll answer your questions on #AskPOTUS at 12:30p ET.,
687694645090844672,2016-01-14 17:55:54 +0000,"love em all, but as a bulls fan got to go with mj. in baton rouge, just met lsu freshman ben simmons - will be great https://t.co/Du1gflVYp4",
621088588583800832,2015-07-14 22:47:13 +0000,Mass incarceration doesn't work. Let's build communities that give kids a shot at success and prisons that prepare people for a 2nd chance.,
646390309551775744,2015-09-22 18:27:13 +0000,Millions of families are more secure thanks to the ACA. Join them and #GetCovered on Nov 1: http://t.co/PJ7xIL6FjY  https://t.co/GF6yS0aHol,
614114880786956288,2015-06-25 16:56:11 +0000,More than 137 million Americans have guaranteed access to preventive care like cancer screenings and birth control at no out-of-pocket cost.,
614104506410901504,2015-06-25 16:14:58 +0000,More than 16 million Americans have gained health coverage after 5 years of the Affordable Care Act.,
